symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,averageVolume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund,symbol_queried,symbol_original
INTC,24.93,109118610000,1.218,0.125,17.67-27.55,0.08,0.32193,59468960,104647266.0,Intel Corporation,USD,0000050863,US4581401001,458140100,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.intel.com,"Intel Corporation engages in the design, manufacture, and sale of computer products and technologies worldwide. The company operates through CCG, DCG, IOTG, Mobileye, NSG, PSG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products, including accelerators, boards and systems, connectivity products, graphics, and memory and storage products. The company also provides high-performance compute solutions for targeted verticals and embedded applications for retail, industrial, and healthcare markets; and solutions for assisted and autonomous driving comprising compute platforms, computer vision and machine learning-based sensing, mapping and localization, driving policy, and active sensors. In addition, it offers workload-optimized platforms and related products for cloud service providers, enterprise and government, and communications service providers. The company serves original equipment manufacturers, original design manufacturers, and cloud service providers. Intel Corporation has a strategic partnership with MILA to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. The company was incorporated in 1968 and is headquartered in Santa Clara, California.",Lip-Bu Tan,Technology,US,108900,408 765 8080,2200 Mission College Boulevard,Santa Clara,CA,95054-1549,https://images.financialmodelingprep.com/symbol/INTC.png,1980-03-17,False,False,True,False,False,INTC,INTC
UNP,222.35,131862444000,1.054,5.36,204.66-258.07,1.4,0.63363,6299098,4456322.8,Union Pacific Corporation,USD,0000100885,US9078181081,907818108,New York Stock Exchange,NYSE,Railroads,https://www.up.com,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, operates in the railroad business in the United States. The company offers transportation services for grain and grain products, fertilizers, food and refrigerated products, and coal and renewables to grain processors, animal feeders, ethanol producers, and other agricultural users; petroleum, and liquid petroleum gases; and construction products, industrial chemicals, plastics, forest products, specialized products, metals and ores, soda ash, and sand, as well as finished automobiles, automotive parts, and merchandise in intermodal containers. As of December 31, 2021, its rail network included 32,452 route miles connecting Pacific Coast and Gulf Coast ports with the Midwest and Eastern United States gateways. The company was founded in 1862 and is headquartered in Omaha, Nebraska.",Vincenzo James Vena,Industrials,US,30146,402 544 5000,1400 Douglas Street,Omaha,NE,68179,https://images.financialmodelingprep.com/symbol/UNP.png,1980-01-02,False,False,True,False,False,UNP,UNP
UPS,87.27,73967427529,1.097,6.55,84.28-145.01,-0.59,-0.67152,7614952,6725739.0,"United Parcel Service, Inc.",USD,0001090727,US9113121068,911312106,New York Stock Exchange,NYSE,Integrated Freight & Logistics,https://www.ups.com,"United Parcel Service, Inc. provides letter and package delivery, transportation, logistics, and related services. It operates through two segments, U.S. Domestic Package and International Package. The U.S. Domestic Package segment offers time-definite delivery of letters, documents, small packages, and palletized freight through air and ground services in the United States. The International Package segment provides guaranteed day and time-definite international shipping services in Europe, the Asia Pacific, Canada and Latin America, the Indian sub-continent, the Middle East, and Africa. This segment offers guaranteed time-definite express options. The company also provides international air and ocean freight forwarding, customs brokerage, distribution and post-sales, and mail and consulting services in approximately 200 countries and territories. In addition, it offers truckload brokerage services; supply chain solutions to the healthcare and life sciences industry; shipping, visibility, and billing technologies; and financial and insurance services. The company operates a fleet of approximately 121,000 package cars, vans, tractors, and motorcycles; and owns 59,000 containers that are used to transport cargo in its aircraft. United Parcel Service, Inc. was founded in 1907 and is headquartered in Atlanta, Georgia.",Carol B. Tome,Industrials,US,490000,404 828 6000,"55 Glenlake Parkway, N.E.",Atlanta,GA,30328,https://images.financialmodelingprep.com/symbol/UPS.png,1999-11-10,False,False,True,False,False,UPS,UPS
CSCO,69.43,274942800000,0.909,1.62,47.85-72.55,0.99,1.44652,15116221,20396931.0,"Cisco Systems, Inc.",USD,0000858877,US17275R1023,17275R102,NASDAQ Global Select,NASDAQ,Communication Equipment,https://www.cisco.com,"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other products related to the communications and information technology industry in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and China. The company also offers switching portfolio encompasses campus switching as well as data center switching; enterprise routing portfolio interconnects public and private wireline and mobile networks, delivering highly secure, and reliable connectivity to campus, data center and branch networks; and wireless products include indoor and outdoor wireless coverage designed for seamless roaming use of voice, video, and data applications. In addition, it provides security, which comprising network security, identity and access management, secure access service edge, and threat intelligence, detection, and response offerings; collaboration products, such as Webex Suite, collaboration devices, contact center, and communication platform as a service; end-to-end collaboration solutions that can be delivered from the cloud, on-premise or within hybrid cloud environments allowing customers to transition their collaboration solutions from on-premise to the cloud; and observability offers network assurance, monitoring and analytics and observability suite. Further, the company offers a range of service and support options for its customers, including technical support and advanced services and advisory services. It serves businesses of various sizes, public institutions, governments, and service providers. The company sells its products and services directly, as well as through systems integrators, service providers, other resellers, and distributors. Cisco Systems, Inc. has strategic alliances with other companies. Cisco Systems, Inc. was incorporated in 1984 and is headquartered in San Jose, California.",Charles H. Robbins,Technology,US,90400,(408) 526-4000,170 West Tasman Drive,San Jose,CA,95134-1706,https://images.financialmodelingprep.com/symbol/CSCO.png,1990-02-16,False,False,True,False,False,CSCO,CSCO
NKE,77.92,115081646996,1.276,1.57,52.28-90.62,-0.14,-0.17935,5900313,14837573.0,"NIKE, Inc.",USD,0000320187,US6541061031,654106103,New York Stock Exchange,NYSE,Apparel - Footwear & Accessories,https://investors.nike.com,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells men's, women's, and kids athletic footwear, apparel, equipment, and accessories worldwide. The company provides athletic and casual footwear, apparel, and accessories under the Jumpman trademark; and casual sneakers, apparel, and accessories under the Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks. In addition, it sells a line of performance equipment and accessories comprising bags, socks, sport balls, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities under the NIKE brand; and various plastic products to other manufacturers. The company markets apparel with licensed college and professional team, and league logos, as well as sells sports apparel. Additionally, it licenses unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks. The company sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was formerly known as Blue Ribbon Sports, Inc. and changed its name to NIKE, Inc. in 1971. NIKE, Inc. was founded in 1964 and is headquartered in Beaverton, Oregon.",Elliott J. Hill,Consumer Cyclical,US,79400,503 671 6453,One Bowerman Drive,Beaverton,OR,97005-6453,https://images.financialmodelingprep.com/symbol/NKE.png,1980-12-02,False,False,True,False,False,NKE,NKE
GE,276.0,292681440000,1.447,1.28,159.36-281.5,2.65,0.96945,2525670,6204314.0,GE Aerospace,USD,0000040545,US3696043013,369604301,New York Stock Exchange,NYSE,Aerospace & Defense,https://www.geaerospace.com,"GE Aerospace is an American aircraft company, which engages in the provision of jet and turboprop engines, as well as integrated systems for commercial, military, business, and general aviation aircraft. The firm's portfolio of brands includes Avio Aero, Unison, GE Additive, and Dowty Propellers. It operates through the Commercial Engines & Services and Defense & Propulsion Technologies segments. The Commercial Engines & Services segment is involved in the design, development, manufacturing, and servicing of jet engines for commercial airframes, as well as business aviation and aeroderivative applications. The Defense & Propulsion Technologies segment offers defense engines and critical aircraft systems. The company was founded by Thomas Alva Edison in 1878 and is headquartered in Evendale, OH.",H. Lawrence Culp Jr.,Industrials,US,53000,617-443-3000,1 Neumann Way,Evendale,OH,45215,https://images.financialmodelingprep.com/symbol/GE.png,1962-01-02,False,False,True,False,False,GE,GE
PEP,146.98,201227378400,0.457,5.4875,127.6-179.73,-0.66,-0.44703,9239039,9563014.0,"PepsiCo, Inc.",USD,0000077476,US7134481081,713448108,NASDAQ Global Select,NASDAQ,Beverages - Non-Alcoholic,https://www.pepsico.com,"PepsiCo, Inc. manufactures, markets, distributes, and sells various beverages and convenient foods worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It provides dips, cheese-flavored snacks, and spreads, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; dairy products; and sparkling water makers and related products. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is headquartered in Purchase, New York.",Ramon Luis Laguarta,Consumer Defensive,US,319000,914 253 2000,700 Anderson Hill Road,Purchase,NY,10577,https://images.financialmodelingprep.com/symbol/PEP.png,1972-06-01,False,False,True,False,False,PEP,PEP
LLY,731.96,692768665720,0.436,6.0,623.78-969.65,-2.21,-0.30102,3110237,4442990.0,Eli Lilly and Company,USD,0000059478,US5324571083,532457108,New York Stock Exchange,NYSE,Drug Manufacturers - General,https://www.lilly.com,"Eli Lilly and Company discovers, develops, and markets human pharmaceuticals worldwide. It offers Basaglar, Humalog, Humalog Mix 75/25, Humalog U-100, Humalog U-200, Humalog Mix 50/50, insulin lispro, insulin lispro protamine, insulin lispro mix 75/25, Humulin, Humulin 70/30, Humulin N, Humulin R, and Humulin U-500 for diabetes; and Jardiance, Trajenta, and Trulicity for type 2 diabetes. The company provides Alimta for non-small cell lung cancer (NSCLC) and malignant pleural mesothelioma; Cyramza for metastatic gastric cancer, gastro-esophageal junction adenocarcinoma, metastatic NSCLC, metastatic colorectal cancer, and hepatocellular carcinoma; Erbitux for colorectal cancers, and various head and neck cancers; Retevmo for metastatic NSCLC, medullary thyroid cancer, and thyroid cancer; Tyvyt for relapsed or refractory classic Hodgkin's lymph and non-squamous NSCLC; and Verzenio for HR+, HER2- metastatic breast cancer, node positive, and early breast cancer. It offers Olumiant for rheumatoid arthritis; and Taltz for plaque psoriasis, psoriatic arthritis, ankylosing spondylitis, and non-radiographic axial spondylarthritis. The company offers Cymbalta for depressive disorder, diabetic peripheral neuropathic pain, generalized anxiety disorder, fibromyalgia, and chronic musculoskeletal pain; Emgality for migraine prevention and episodic cluster headache; and Zyprexa for schizophrenia, bipolar I disorder, and bipolar maintenance. Its Bamlanivimab and etesevimab, and Bebtelovimab for COVID-19; Cialis for erectile dysfunction and benign prostatic hyperplasia; and Forteo for osteoporosis. The company has collaborations with Incyte Corporation; Boehringer Ingelheim Pharmaceuticals, Inc.; AbCellera Biologics Inc.; Junshi Biosciences; Regor Therapeutics Group; Lycia Therapeutics, Inc.; Kumquat Biosciences Inc.; Entos Pharmaceuticals Inc.; and Foghorn Therapeutics Inc. Eli Lilly and Company was founded in 1876 and is headquartered in Indianapolis, Indiana.",David A. Ricks,Healthcare,US,47000,317 276 2000,Lilly Corporate Center,Indianapolis,IN,46285,https://images.financialmodelingprep.com/symbol/LLY.png,1972-06-01,False,False,True,False,False,LLY,LLY
SPGI,547.55,167167015000,1.188,3.79,427.14-579.05,-2.32,-0.42192,1031936,1140101.0,S&P Global Inc.,USD,0000064040,US78409V1044,78409V104,New York Stock Exchange,NYSE,Financial - Data & Stock Exchanges,https://www.spglobal.com,"S&P Global Inc., together with its subsidiaries, provides credit ratings, benchmarks, analytics, and workflow solutions in the global capital, commodity, and automotive markets. It operates in six divisions: S&P Global Ratings, S&P Dow Jones Indices, S&P Global Commodity Insights, S&P Global Market Intelligence, S&P Global Mobility, and S&P Global Engineering Solutions. The S&P Global Ratings division operates as an independent provider of credit ratings, research, and analytics, offering investors and other market participants information, ratings, and benchmarks. The S&P Dow Jones Indices division is an index provider that maintains various valuation and index benchmarks for investment advisors, wealth managers, and institutional investors. The S&P Global Commodity Insights division offers data and insights for global energy and commodity markets and enable its customers to make decisions. The S&P Global Market Intelligence division delivers data and technology solutions for customers to provide insights for making decisions. It offers data and services that bring end-to-end workflow solutions, including capital formation, data and distribution, ESG and sustainability, leveraged loans, private markets, sector coverage, supply chain, and issuer solutions, as well as credit, risk, and regulatory solutions. The S&P Global Mobility division provides insights derived from unmatched automotive data, enabling its customers to anticipate change and make decisions. The S&P Global Engineering Solutions division offers engineering expertise and solutions in industries, such as aerospace and defense, energy, architecture, construction, and transportation. Its solutions empower business and technical leaders to transform workflows and make decisions. S&P Global Inc. was founded in 1860 and is headquartered in New York, New York.",Martina L. Cheung,Financial Services,US,42350,212 438 1000,55 Water Street,New York City,NY,10041,https://images.financialmodelingprep.com/symbol/SPGI.png,2016-04-28,False,False,True,False,False,SPGI,SPGI
TXN,204.09,185545770330,1.022,5.44,139.95-221.69,-1.38,-0.67163,5972314,6513993.0,Texas Instruments Incorporated,USD,0000097476,US8825081040,882508104,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.ti.com,"Texas Instruments Incorporated designs, manufactures, and sells semiconductors to electronics designers and manufacturers worldwide. It operates in two segments, Analog and Embedded Processing. The Analog segment offers power products to manage power requirements in various levels using battery-management solutions, DC/DC switching regulators, AC/DC and isolated controllers and converters, power switches, linear regulators, voltage supervisors, voltage references, and lighting products. This segment also provides signal chain products that sense, condition, and measure signals to allow information to be transferred or converted for further processing and control for use in end markets, including amplifiers, data converters, interface products, motor drives, clocks, and sensing products. The Embedded Processing segment offers microcontrollers that are used in electronic equipment; digital signal processors for mathematical computations; and applications processors for specific computing activity. This segment offers products for use in various markets, such as industrial, automotive, personal electronics, communications equipment, enterprise systems, and calculators and other. The company also provides DLP products primarily for use in projectors to create high-definition images; calculators; and application-specific integrated circuits. It markets and sells its semiconductor products through direct sales and distributors, as well as through its website. Texas Instruments Incorporated was founded in 1930 and is headquartered in Dallas, Texas.",Haviv Ilan,Technology,US,34000,214 479 3773,12500 TI Boulevard,Dallas,TX,75243,https://images.financialmodelingprep.com/symbol/TXN.png,1972-06-01,False,False,True,False,False,TXN,TXN
NEE,72.09,148454216100,0.616,2.7295,61.72-86.1,-1.8,-2.43605,8028356,10719323.1,"NextEra Energy, Inc.",USD,0000753308,US65339F1012,65339F101,New York Stock Exchange,NYSE,Regulated Electric,https://www.nexteraenergy.com,"NextEra Energy, Inc., through its subsidiaries, generates, transmits, distributes, and sells electric power to retail and wholesale customers in North America. The company generates electricity through wind, solar, nuclear, coal, and natural gas facilities. It also develops, constructs, and operates long-term contracted assets that consists of clean energy solutions, such as renewable generation facilities, battery storage projects, and electric transmission facilities; sells energy commodities; and owns, develops, constructs, manages and operates electric generation facilities in wholesale energy markets. As of December 31, 2021, the company had approximately 28,564 megawatts of net generating capacity; approximately 77,000 circuit miles of transmission and distribution lines; and 696 substations. It serves approximately 11 million people through approximately 5.7 million customer accounts in the east and lower west coasts of Florida. The company was formerly known as FPL Group, Inc. and changed its name to NextEra Energy, Inc. in 2010. The company was founded in 1925 and is headquartered in Juno Beach, Florida.",John W. Ketchum,Utilities,US,16800,561 694 4000,700 Universe Boulevard,Juno Beach,FL,33408,https://images.financialmodelingprep.com/symbol/NEE.png,2014-06-19,False,False,True,False,False,NEE,NEE
CAT,434.91,203746201890,1.397,5.74,267.3-441.15,2.24,0.51772,1636147,2810046.0,Caterpillar Inc.,USD,0000018230,US1491231015,149123101,New York Stock Exchange,NYSE,Agricultural - Machinery,https://www.caterpillar.com,"Caterpillar Inc. manufactures and sells construction and mining equipment, diesel and natural gas engines, and industrial gas turbines worldwide. Its Construction Industries segment offers asphalt pavers, backhoe loaders, compactors, cold planers, compact track and multi-terrain loaders, excavators, motorgraders, pipelayers, road reclaimers, site prep tractors, skid steer loaders, telehandlers, and utility vehicles; mini, small, medium, and large excavators; compact, small, and medium wheel loaders; track-type tractors and loaders; and wheel excavators. The Resource Industries segment provides electric rope shovels, draglines, hydraulic shovels, rotary drills, hard rock vehicles, track-type tractors, mining trucks, longwall miners, wheel loaders, off-highway trucks, articulated trucks, wheel tractor scrapers, wheel dozers, fleet management, landfill compactors, soil compactors, machinery components, autonomous ready vehicles and solutions, select work tools, and safety services and mining performance solutions. The Energy & Transportation segment offers reciprocating engines, generator sets, integrated systems and solutions, turbines and turbine-related services, remanufactured reciprocating engines and components, centrifugal gas compressors, diesel-electric locomotives and components, and other rail-related products and services for marine, oil and gas, industrial, and electric power generation sectors. The company's Financial Products segment provides operating and finance leases, installment sale contracts, working capital loans, and wholesale financing plans; and insurance and risk management products for vehicles, power generation facilities, and marine vessels. The All Other operating segment manufactures filters and fluids, undercarriage, ground engaging tools, etc. The company was formerly known as Caterpillar Tractor Co. and changed its name to Caterpillar Inc. in 1986. The company was founded in 1925 and is headquartered in Deerfield, Illinois.",Joseph E. Creed CPA,Industrials,US,112900,224-551-4000,510 Lake Cook Road,Deerfield,IL,60015,https://images.financialmodelingprep.com/symbol/CAT.png,1929-12-02,False,False,True,False,False,CAT,CAT
SCHW,97.09,176239709800,0.955,1.06,61.16-99.59,0.22,0.22711,4819166,8186126.0,The Charles Schwab Corporation,USD,0000316709,US8085131055,808513105,New York Stock Exchange,NYSE,Financial - Capital Markets,https://www.schwab.com,"The Charles Schwab Corporation, together with its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates in two segments, Investor Services and Advisor Services. The Investor Services segment provides retail brokerage, investment advisory, banking and trust, retirement plan, and other corporate brokerage services; equity compensation plan sponsors full-service recordkeeping for stock plans, stock options, restricted stock, performance shares, and stock appreciation rights; and retail investor and mutual fund clearing services, as well as compliance solutions. The Advisor Services segment offers custodial, trading, banking, and support services; and retirement business and corporate brokerage retirement services. This segment provides brokerage accounts with equity and fixed income, margin lending, options, and futures and forex trading; cash management capabilities comprising third-party certificates of deposit; third-party and proprietary mutual funds; plus mutual fund trading and clearing services; and exchange-traded funds (ETFs), including proprietary and third-party ETFs. It also offers advice solutions, such as managed portfolios of proprietary and third-party mutual funds and ETFs, separately managed accounts, customized personal advice for tailored portfolios, and specialized planning and portfolio management. In addition, this segment provides banking products and services, including checking and savings accounts, first lien residential real estate mortgage loans, home equity lines of credit, and pledged asset lines; and trust services comprising trust custody services, personal trust reporting services, and administrative trustee services. As of December 31, 2021, the Company had approximately 400 domestic branch offices in 48 states and the District of Columbia, as well as locations in Puerto Rico, the United Kingdom, Hong Kong, and Singapore. The Charles Schwab Corporation was incorporated in 1971 and is headquartered in Westlake, Texas.",Richard Andrew Wurster CMT,Financial Services,US,32100,817 859 5000,3000 Schwab Way,Westlake,TX,76262,https://images.financialmodelingprep.com/symbol/SCHW.png,1987-09-22,False,False,True,False,False,SCHW,SCHW
RTX,160.66,215049836400,0.672,2.62,112.27-161.26,0.82,0.51301,2215396,5111074.0,RTX Corporation,USD,0000101829,US75513E1010,75513E101,New York Stock Exchange,NYSE,Aerospace & Defense,https://www.rtx.com,"RTX Corporation, an aerospace and defense company, provides systems and services for the commercial, military, and government customers in the United States and internationally. It operates through three segments: Collins Aerospace, Pratt & Whitney, and Raytheon. The Collins Aerospace Systems segment offers aerospace and defense products, and aftermarket service solutions for civil and military aircraft manufacturers and commercial airlines, as well as regional, business, and general aviation, defense, and commercial space operations. This segment also designs, produces, and supports cabin interior, including oxygen systems, food and beverage preparation, storage and galley systems, and lavatory and wastewater management systems; battlespace, test and training range systems, crew escape systems, and simulation and training solutions; information management services; and aftermarket services that include spare parts, overhaul and repair, engineering and technical support, training and fleet management solutions, and asset and information management services. Its Pratt & Whitney segment supplies aircraft engines for commercial, military, business jet, and general aviation customers; and produces, sells, and services military and commercial auxiliary power units. The Raytheon segment provides defensive and offensive threat detection, tracking, and mitigation capabilities for U.S., foreign government, and commercial customers. The company was formerly known as Raytheon Technologies Corporation and changed its name to RTX Corporation in July 2023. RTX Corporation was incorporated in 1934 and is headquartered in Arlington, Virginia.",Christopher T. Calio,Industrials,US,185000,781 522 3000,1000 Wilson Boulevard,Arlington,VA,22209,https://images.financialmodelingprep.com/symbol/RTX.png,1952-09-15,False,False,True,False,False,RTX,RTX
